transcript_id,SRR21831518,SRR21831519,SRR21831520,SRR21837144,SRR21837145,SRR21837146
TrSC58v2_185.t1.e1,1,1,1,3,3,7
TrSC58v2_185.t1,1,1,1,2,3,7
TrSC58v2_187.t1.e1,1,1,1,3,3,8
TrSC58v2_187.t1,1,1,1,3,3,8
TrSC58v2_189.t1.e1,9,2,6,18,9,27
TrSC58v2_189.t1,0,0,4,15,8,25
TrSC58v2_190.t1.e1,8,9,10,16,15,56
TrSC58v2_190.t1,6,8,9,12,14,43
MSTRG.193.1,6,8,33,24,39,108
TrSC58v2_193.t1.e1,12,0,2,7,5,8
TrSC58v2_193.t1,1,0,0,0,4,7
TrSC58v2_194.t1.e1,3,5,7,8,4,39
TrSC58v2_194.t1,0,4,6,7,3,29
TrSC58v2_195.t1.e1,4,0,6,20,12,40
TrSC58v2_195.t1,0,0,5,18,0,34
TrSC58v2_196.t1.e1,20,13,11,38,14,34
TrSC58v2_196.t1,0,11,11,35,11,30
TrSC58v2_197.t1.e1,3,6,4,7,12,42
TrSC58v2_197.t1,0,4,0,0,2,0
TrSC58v2_198.t1.e1,8,4,6,24,12,52
TrSC58v2_198.t1,6,3,6,22,10,48
TrSC58v2_200.t1.e1,11,12,19,40,18,128
TrSC58v2_200.t1,10,11,16,28,17,6
TrSC58v2_201.t1.e1,5,3,7,26,16,49
TrSC58v2_201.t1,3,2,6,23,13,39
TrSC58v2_202.t1.e1,9,7,20,27,7,48
TrSC58v2_202.t1,7,5,15,19,5,44
TrSC58v2_203.t1.e1,2,0,2,5,2,4
TrSC58v2_203.t1,0,0,0,1,2,3
TrSC58v2_204.t1.e1,2,0,1,2,5,6
TrSC58v2_204.t1,0,0,0,0,0,4
TrSC58v2_205.t1.e1,3,4,4,16,4,19
TrSC58v2_205.t1,2,0,0,31,3,0
TrSC58v2_206.t1.e1,4,4,8,48,11,31
TrSC58v2_206.t1,0,3,6,0,8,22
TrSC58v2_207.t1.e1,8,5,11,30,7,30
TrSC58v2_207.t1,7,4,0,7,5,25
TrSC58v2_209.t1.e1,6,0,3,1,4,14
TrSC58v2_209.t1,1,0,3,1,3,13
TrSC58v2_210.t1.e1,3,16,6,26,20,44
TrSC58v2_210.t1,3,0,2,20,16,39
TrSC58v2_211.t1.e1,4,0,31,14,12,57
TrSC58v2_211.t1,0,0,1,9,0,2
TrSC58v2_212.t1.e1,3,4,4,0,7,27
TrSC58v2_212.t1,0,0,0,0,6,1
TrSC58v2_213.t1.e1,5,3,10,41,12,48
TrSC58v2_213.t1,3,2,7,33,9,44
TrSC58v2_215.t1.e1,4,0,6,7,16,40
TrSC58v2_215.t1,0,0,5,5,0,0
TrSC58v2_216.t1.e1,10,19,18,15,48,72
TrSC58v2_216.t1,2,1,16,14,5,56
TrSC58v2_217.t1.e1,8,9,9,4,7,43
TrSC58v2_217.t1,0,2,1,3,1,0
TrSC58v2_218.t1.e1,10,11,23,24,21,92
TrSC58v2_218.t1,9,1,18,22,17,84
TrSC58v2_219.t1.e1,4,5,2,8,18,24
TrSC58v2_219.t1,0,4,1,7,15,22
TrSC58v2_220.t1.e1,5,4,5,3,4,22
TrSC58v2_220.t1,1,0,1,3,0,18
TrSC58v2_222.t1.e1,4,13,23,23,27,81
TrSC58v2_222.t1,0,2,19,19,23,78
TrSC58v2_224.t1.e1,3,2,3,7,3,10
TrSC58v2_224.t1,3,0,2,7,2,9
TrSC58v2_225.t1.e1,3,0,8,13,1,4
TrSC58v2_225.t1,0,0,6,9,1,4
TrSC58v2_226.t1.e1,4,20,29,66,37,116
TrSC58v2_226.t1,3,17,20,59,32,105
TrSC58v2_227.t1.e1,8,11,27,98,22,119
TrSC58v2_227.t1,2,10,23,81,28,103
TrSC58v2_228.t1.e1,10,8,11,16,11,25
TrSC58v2_228.t1,1,5,9,2,3,23
TrSC58v2_229.t1.e1,2,4,4,11,8,45
TrSC58v2_229.t1,1,0,3,9,7,35
TrSC58v2_230.t1.e1,2,12,5,2,7,45
TrSC58v2_230.t1,2,2,3,1,6,1
TrSC58v2_232.t1.e1,14,6,60,180,97,420
TrSC58v2_232.t1,10,6,54,124,103,131
TrSC58v2_234.t1.e1,6,6,27,13,24,46
TrSC58v2_234.t1,5,5,3,11,2,17
TrSC58v2_239.t1.e1,4,7,13,30,20,47
TrSC58v2_239.t1,0,5,9,14,17,41
TrSC58v2_240.t1.e1,4,3,4,6,10,27
TrSC58v2_240.t1,0,0,3,6,8,24
TrSC58v2_243.t1.e1,7,0,18,16,6,28
TrSC58v2_243.t1,1,0,1,1,5,23
TrSC58v2_244.t1.e1,4,4,5,8,14,46
TrSC58v2_244.t1,0,0,4,6,0,6
TrSC58v2_245.t1.e1,15,6,14,44,29,55
TrSC58v2_245.t1,12,5,12,40,26,56
TrSC58v2_248.t1.e1,11,0,2,0,8,8
TrSC58v2_248.t1,0,0,1,0,7,7
TrSC58v2_249.t1.e1,1,4,7,9,10,34
TrSC58v2_249.t1,1,3,0,7,9,29
TrSC58v2_251.t1.e1,1,0,14,16,26,27
TrSC58v2_251.t1,1,0,13,11,4,26
MSTRG.256.1,20,11,18,29,17,111
TrSC58v2_253.t1,1,1,0,3,0,6
TrSC58v2_253.t1.e1,2,1,0,4,0,10
TrSC58v2_254.t1,1,0,1,2,0,2
TrSC58v2_254.t1.e1,1,0,1,3,0,5
MSTRG.259.1,64,54,93,180,69,350
MSTRG.260.1,4,3,22,40,23,84
TrSC58v2_258.t1,0,0,0,7,0,1
TrSC58v2_258.t1.e1,7,0,0,8,4,20
TrSC58v2_259.t1,3,0,5,6,5,28
TrSC58v2_259.t1.e1,4,0,6,7,21,31
TrSC58v2_261.t1,0,5,0,2,13,45
TrSC58v2_261.t1.e1,4,6,34,9,16,52
TrSC58v2_262.t1,8,0,8,18,14,41
TrSC58v2_262.t1.e1,11,0,11,22,17,38
TrSC58v2_265.t1,0,0,0,2,7,15
TrSC58v2_265.t1.e1,4,0,0,11,8,17
TrSC58v2_266.t1,0,6,0,15,12,9
TrSC58v2_266.t1.e1,10,7,14,17,15,83
MSTRG.269.1,48,22,76,230,78,304
TrSC58v2_267.t1,17,0,24,60,37,128
TrSC58v2_267.t1.e1,19,25,29,66,41,148
TrSC58v2_269.t1,18,23,45,86,36,187
TrSC58v2_269.t1.e1,22,25,53,97,41,220
TrSC58v2_270.t1,5,10,24,26,39,123
TrSC58v2_270.t1.e1,7,12,24,26,45,131
TrSC58v2_271.t1,0,0,0,3,1,1
TrSC58v2_271.t1.e1,3,4,15,4,3,48
TrSC58v2_272.t1,14,3,3,18,7,30
TrSC58v2_272.t1.e1,15,4,5,21,8,35
TrSC58v2_273.t1,0,0,0,14,1,16
TrSC58v2_273.t1.e1,6,0,11,26,14,18
TrSC58v2_275.t1,3,5,20,24,18,61
TrSC58v2_275.t1.e1,4,6,24,26,21,76
TrSC58v2_276.t1,9,10,15,17,15,41
TrSC58v2_276.t1.e1,10,11,18,21,17,50
TrSC58v2_278.t1,7,5,19,18,22,59
TrSC58v2_278.t1.e1,9,7,21,23,25,74
TrSC58v2_279.t1,0,3,0,17,9,48
TrSC58v2_279.t1.e1,4,5,9,20,9,41
TrSC58v2_281.t1,3,0,1,1,3,10
TrSC58v2_281.t1.e1,3,0,8,3,5,11
TrSC58v2_282.t1,0,0,16,0,13,25
TrSC58v2_282.t1.e1,4,4,23,25,14,31
TrSC58v2_283.t1,0,0,5,12,5,15
TrSC58v2_283.t1.e1,5,9,6,15,5,17
TrSC58v2_284.t1,0,0,5,13,0,18
TrSC58v2_284.t1.e1,4,4,6,15,8,23
TrSC58v2_285.t1,1,0,2,10,8,21
TrSC58v2_285.t1.e1,1,4,5,11,9,22
TrSC58v2_286.t1,6,0,1,1,1,25
TrSC58v2_286.t1.e1,6,0,4,11,4,27
TrSC58v2_287.t1,7,13,27,65,59,138
TrSC58v2_287.t1.e1,9,19,31,67,69,157
TrSC58v2_288.t1,0,1,2,2,0,4
TrSC58v2_288.t1.e1,10,3,11,3,0,28
TrSC58v2_289.t1,4,0,3,0,7,17
TrSC58v2_289.t1.e1,5,8,4,20,9,19
TrSC58v2_290.t1,0,0,12,1,1,14
TrSC58v2_290.t1.e1,4,3,13,2,10,16
TrSC58v2_292.t1,6,3,6,17,13,23
TrSC58v2_292.t1.e1,8,5,8,19,15,25
TrSC58v2_293.t1,0,0,0,4,2,15
TrSC58v2_293.t1.e1,3,0,4,4,5,19
MSTRG.299.1,23,59,78,67,75,276
TrSC58v2_294.t1,10,13,25,72,8,72
TrSC58v2_294.t1.e1,19,14,15,14,31,71
TrSC58v2_295.t1,1,1,3,0,1,1
TrSC58v2_295.t1.e1,2,7,10,11,11,13
TrSC58v2_296.t1,0,0,14,12,13,51
TrSC58v2_296.t1.e1,12,4,16,13,15,63
TrSC58v2_297.t1,4,0,7,7,6,27
TrSC58v2_297.t1.e1,5,4,10,10,9,61
TrSC58v2_298.t1,5,4,7,12,11,210
TrSC58v2_298.t1.e1,35,56,69,107,81,71
TrSC58v2_299.t1,1,33,86,76,58,175
TrSC58v2_299.t1.e1,46,41,3,69,42,160
TrSC58v2_300.t1,2,1,7,4,8,34
TrSC58v2_300.t1.e1,2,3,9,6,10,38
TrSC58v2_301.t1,7,6,6,27,19,62
TrSC58v2_301.t1.e1,9,9,7,29,21,65
TrSC58v2_302.t1,1,0,1,1,1,3
TrSC58v2_302.t1.e1,3,0,3,2,1,3
TrSC58v2_303.t1,1,3,20,22,25,66
TrSC58v2_303.t1.e1,2,7,21,23,27,77
TrSC58v2_304.t1,0,0,3,3,1,15
TrSC58v2_304.t1.e1,9,4,2,3,21,17
TrSC58v2_305.t1,2,1,10,1,6,30
TrSC58v2_305.t1.e1,2,2,7,13,8,34
TrSC58v2_306.t1,2,1,10,9,1,20
TrSC58v2_306.t1.e1,10,8,11,10,1,22
TrSC58v2_307.t1,5,0,0,4,2,13
TrSC58v2_307.t1.e1,5,0,4,7,2,14
TrSC58v2_308.t1,1,3,9,2,13,37
TrSC58v2_308.t1.e1,3,5,10,4,15,43
TrSC58v2_310.t1,1,0,7,0,2,15
TrSC58v2_310.t1.e1,3,0,7,4,14,16
TrSC58v2_311.t1,0,0,20,12,12,60
TrSC58v2_311.t1.e1,11,7,22,13,11,68
TrSC58v2_313.t1,4,8,23,35,18,75
TrSC58v2_313.t1.e1,12,9,26,37,20,84
TrSC58v2_315.t1,1,0,0,1,10,27
TrSC58v2_315.t1.e1,5,7,4,11,11,31
TrSC58v2_316.t1,0,1,1,4,10,1
TrSC58v2_316.t1.e1,15,4,9,5,11,39
TrSC58v2_317.t1,6,11,13,28,23,68
TrSC58v2_317.t1.e1,7,14,19,29,29,75
TrSC58v2_318.t1,0,0,9,10,6,5
TrSC58v2_318.t1.e1,16,0,12,11,7,64
TrSC58v2_319.t1,9,0,9,10,8,36
TrSC58v2_319.t1.e1,13,4,11,13,10,40
TrSC58v2_320.t1,8,0,0,50,28,103
TrSC58v2_320.t1.e1,10,4,92,53,31,107
TrSC58v2_321.t1,1,1,5,2,2,12
TrSC58v2_321.t1.e1,4,19,6,7,2,13
TrSC58v2_325.t1,0,0,1,4,0,16
TrSC58v2_325.t1.e1,4,3,2,5,5,17
TrSC58v2_327.t1,0,2,8,10,14,32
TrSC58v2_327.t1.e1,3,4,9,14,16,24
TrSC58v2_328.t1,12,5,16,30,29,88
TrSC58v2_328.t1.e1,16,6,20,35,35,101
TrSC58v2_329.t1,0,1,10,7,7,40
TrSC58v2_329.t1.e1,5,11,10,8,7,41
TrSC58v2_330.t1,0,2,9,9,12,24
TrSC58v2_330.t1.e1,2,2,10,10,13,24
TrSC58v2_331.t1,4,0,2,19,5,69
TrSC58v2_331.t1.e1,6,0,2,23,7,71
TrSC58v2_332.t1,1,0,0,13,0,2
TrSC58v2_332.t1.e1,2,0,4,14,0,16
TrSC58v2_334.t1,0,0,2,2,14,17
TrSC58v2_334.t1.e1,5,0,18,6,3,19
TrSC58v2_335.t1,2,0,0,1,2,8
TrSC58v2_335.t1.e1,3,0,5,3,7,9
TrSC58v2_336.t1,0,4,6,9,8,1
TrSC58v2_336.t1.e1,4,5,9,10,11,67
TrSC58v2_337.t1,0,0,1,8,7,27
TrSC58v2_337.t1.e1,5,0,5,10,8,30
TrSC58v2_338.t1,4,0,13,23,27,109
TrSC58v2_338.t1.e1,5,3,15,24,33,117
TrSC58v2_339.t1,4,0,8,8,14,35
TrSC58v2_339.t1.e1,5,9,10,8,15,37
TrSC58v2_342.t1,8,0,0,4,0,2
TrSC58v2_342.t1.e1,9,0,6,5,8,23
TrSC58v2_343.t1,0,0,0,1,0,1
TrSC58v2_343.t1.e1,4,0,0,18,8,33
TrSC58v2_344.t1,1,1,2,2,1,1
TrSC58v2_344.t1.e1,1,1,3,2,1,1
TrSC58v2_345.t1,1,1,2,2,1,1
TrSC58v2_345.t1.e1,1,1,3,2,1,1
TrSC58v2_346.t1,1,1,2,2,1,1
TrSC58v2_346.t1.e1,1,1,3,2,1,1
TrSC58v2_347.t1,1,1,2,2,1,2
TrSC58v2_347.t1.e1,1,1,3,2,1,2
TrSC58v2_348.t1,1,1,2,2,1,2
TrSC58v2_348.t1.e1,1,1,3,2,1,2
TrSC58v2_349.t1,2,2,2,1,1,9
TrSC58v2_349.t1.e1,2,12,4,3,1,10
TrSC58v2_350.t1,0,7,12,16,8,51
TrSC58v2_350.t1.e1,3,8,14,19,10,57
TrSC58v2_351.t1,6,4,9,8,8,6
TrSC58v2_351.t1.e1,8,5,12,10,11,91
TrSC58v2_353.t1,0,0,0,1,0,8
TrSC58v2_353.t1.e1,4,0,0,3,0,9
TrSC58v2_354.t1,1,0,1,0,11,25
TrSC58v2_354.t1.e1,9,3,20,24,12,27
MSTRG.357.1,4,0,13,41,7,82
TrSC58v2_355.t1,0,7,10,2,0,48
TrSC58v2_355.t1.e1,13,7,11,50,31,54
TrSC58v2_356.t1,1,8,14,18,16,59
TrSC58v2_356.t1.e1,3,10,17,20,19,71
TrSC58v2_357.t1,1,15,20,1,13,53
TrSC58v2_357.t1.e1,2,16,22,40,14,59
TrSC58v2_359.t1,1,5,17,25,15,81
TrSC58v2_359.t1.e1,1,8,22,30,22,91
TrSC58v2_361.t1,3,0,8,7,7,17
TrSC58v2_361.t1.e1,4,7,10,9,8,22
TrSC58v2_362.t1,18,13,26,57,39,93
TrSC58v2_362.t1.e1,20,16,31,59,44,109
TrSC58v2_363.t1,28,1,52,87,48,223
TrSC58v2_363.t1.e1,35,62,57,100,52,261
TrSC58v2_364.t1,6,0,1,2,0,21
TrSC58v2_364.t1.e1,9,0,1,12,4,28
MSTRG.368.1,9,0,22,22,15,36
MSTRG.369.1,8,23,34,32,45,116
TrSC58v2_366.t1,1,0,4,10,0,35
TrSC58v2_366.t1.e1,1,7,15,12,11,39
TrSC58v2_367.t1,11,21,25,64,30,122
TrSC58v2_367.t1.e1,14,26,33,68,32,131
TrSC58v2_368.t1,2,11,28,33,42,102
TrSC58v2_368.t1.e1,9,12,30,33,43,102
TrSC58v2_369.t1,0,1,0,1,2,2
TrSC58v2_369.t1.e1,4,3,9,15,22,100
TrSC58v2_370.t1,0,3,4,0,0,35
TrSC58v2_370.t1.e1,11,3,5,16,18,39
TrSC58v2_371.t1,10,11,14,1,1,79
TrSC58v2_371.t1.e1,12,13,18,49,42,87
TrSC58v2_372.t1,1,0,4,1,4,3
TrSC58v2_372.t1.e1,1,0,5,10,4,21
TrSC58v2_375.t1,0,0,0,11,8,12
TrSC58v2_375.t1.e1,4,0,4,13,9,13
TrSC58v2_376.t1,1,8,11,1,13,31
TrSC58v2_376.t1.e1,15,10,12,13,15,40
TrSC58v2_377.t1,0,0,3,3,15,26
TrSC58v2_377.t1.e1,9,0,4,3,22,27
TrSC58v2_378.t1,0,0,0,0,1,4
TrSC58v2_378.t1.e1,9,8,0,6,1,12
TrSC58v2_379.t1,0,1,4,1,0,0
TrSC58v2_379.t1.e1,7,7,5,3,0,4
TrSC58v2_380.t1.e1,3,0,9,36,13,44
TrSC58v2_380.t1,0,0,8,9,11,42
TrSC58v2_381.t1.e1,3,0,11,14,18,32
TrSC58v2_381.t1,0,0,0,12,1,27
TrSC58v2_383.t1.e1,3,5,3,3,4,8
TrSC58v2_383.t1,1,4,3,1,2,2
TrSC58v2_384.t1.e1,4,8,9,18,7,88
TrSC58v2_384.t1,1,0,7,15,6,2
TrSC58v2_387.t1.e1,7,4,10,30,27,47
TrSC58v2_387.t1,0,3,0,3,0,45
TrSC58v2_389.t1.e1,9,7,13,10,15,42
TrSC58v2_389.t1,6,2,12,8,2,39
TrSC58v2_391.t1.e1,2,0,6,7,0,9
TrSC58v2_391.t1,1,0,6,6,0,8
TrSC58v2_392.t1.e1,17,24,33,79,47,279
TrSC58v2_392.t1,15,20,24,59,39,220
TrSC58v2_395.t1.e1,4,4,19,10,16,123
TrSC58v2_395.t1,3,0,18,8,11,3
TrSC58v2_396.t1.e1,12,0,20,54,10,56
TrSC58v2_396.t1,11,0,14,3,7,53
TrSC58v2_397.t1.e1,10,9,32,53,30,88
TrSC58v2_397.t1,0,7,28,47,26,73
MSTRG.403.1,9,0,23,25,17,113
TrSC58v2_398.t1.e1,6,2,6,9,12,33
TrSC58v2_398.t1,0,1,5,8,0,1
TrSC58v2_399.t1.e1,8,4,22,20,50,85
TrSC58v2_399.t1,7,0,19,16,0,77
TrSC58v2_400.t1.e1,16,25,83,70,45,127
TrSC58v2_400.t1,14,18,1,61,43,118
TrSC58v2_401.t1.e1,4,4,9,32,16,70
TrSC58v2_401.t1,0,0,6,26,11,56
TrSC58v2_406.t1.e1,3,1,4,10,24,20
TrSC58v2_406.t1,1,1,3,0,0,11
TrSC58v2_407.t1.e1,13,6,7,10,12,28
TrSC58v2_407.t1,9,0,5,9,0,0
TrSC58v2_408.t1.e1,10,0,7,5,0,17
TrSC58v2_408.t1,1,0,5,1,0,4
TrSC58v2_409.t1.e1,34,25,60,131,91,385
TrSC58v2_409.t1,29,23,56,109,76,330
TrSC58v2_411.t1.e1,3,0,7,5,18,19
TrSC58v2_411.t1,2,0,0,10,1,22
TrSC58v2_412.t1.e1,5,7,0,7,9,7
TrSC58v2_412.t1,0,0,0,0,0,5
TrSC58v2_413.t1.e1,2,8,7,16,12,34
TrSC58v2_413.t1,2,2,2,4,10,29
TrSC58v2_416.t1.e1,19,37,53,42,80,229
TrSC58v2_416.t1,2,25,33,68,55,163
TrSC58v2_417.t1.e1,6,3,16,11,4,27
TrSC58v2_417.t1,2,0,3,3,1,25
TrSC58v2_418.t1.e1,8,5,6,28,7,52
TrSC58v2_418.t1,1,1,5,24,0,43
TrSC58v2_419.t1.e1,6,4,19,31,24,85
TrSC58v2_419.t1,5,0,15,27,20,75
TrSC58v2_421.t1.e1,9,24,20,51,24,124
TrSC58v2_421.t1,8,0,18,2,14,2
TrSC58v2_422.t1.e1,38,97,109,112,79,427
TrSC58v2_422.t1,3,2,81,155,97,300
TrSC58v2_425.t1.e1,11,10,33,47,52,96
TrSC58v2_425.t1,9,7,4,5,1,83
TrSC58v2_426.t1.e1,25,3,22,26,23,67
TrSC58v2_426.t1,0,2,21,18,17,61
TrSC58v2_427.t1.e1,4,4,8,30,14,27
TrSC58v2_427.t1,0,3,6,27,10,23
TrSC58v2_428.t1.e1,7,0,12,9,4,46
TrSC58v2_428.t1,0,0,0,7,3,1
TrSC58v2_429.t1.e1,6,7,6,26,12,51
TrSC58v2_429.t1,5,5,5,22,10,34
TrSC58v2_430.t1.e1,4,4,8,23,18,61
TrSC58v2_430.t1,4,4,7,11,16,57
TrSC58v2_431.t1.e1,12,14,16,85,65,209
TrSC58v2_431.t1,10,11,15,60,50,153
TrSC58v2_433.t1.e1,13,4,6,6,19,40
TrSC58v2_433.t1,9,0,6,5,17,38
TrSC58v2_434.t1.e1,6,13,33,46,40,130
TrSC58v2_434.t1,5,9,28,42,34,124
TrSC58v2_436.t1.e1,10,0,8,9,5,32
TrSC58v2_436.t1,2,0,6,8,4,30
TrSC58v2_437.t1.e1,7,4,3,10,8,31
TrSC58v2_437.t1,1,0,2,9,0,1
TrSC58v2_438.t1.e1,12,0,10,51,21,44
TrSC58v2_438.t1,11,0,9,1,17,39
TrSC58v2_439.t1.e1,4,4,9,13,26,56
TrSC58v2_439.t1,0,3,7,12,1,53
TrSC58v2_441.t1.e1,11,20,23,43,24,111
TrSC58v2_441.t1,8,13,18,31,18,74
TrSC58v2_442.t1.e1,9,7,10,24,19,82
TrSC58v2_442.t1,7,7,10,18,15,70
TrSC58v2_443.t1.e1,3,5,0,4,3,23
TrSC58v2_443.t1,1,1,0,3,0,18
TrSC58v2_444.t1.e1,12,4,11,10,7,10
TrSC58v2_444.t1,0,0,9,1,1,9
TrSC58v2_445.t1.e1,2,5,2,11,6,16
TrSC58v2_445.t1,2,1,2,10,4,15
TrSC58v2_446.t1.e1,3,3,3,0,0,3
TrSC58v2_446.t1,0,0,1,0,0,1
TrSC58v2_448.t1.e1,20,21,33,55,33,124
TrSC58v2_448.t1,14,17,23,49,24,110
TrSC58v2_449.t1.e1,11,4,5,12,16,31
TrSC58v2_449.t1,8,3,5,11,2,27
TrSC58v2_450.t1.e1,3,3,9,6,9,27
TrSC58v2_450.t1,0,2,1,5,8,23
TrSC58v2_451.t1.e1,9,8,4,16,0,19
TrSC58v2_451.t1,0,0,0,0,0,0
TrSC58v2_452.t1.e1,14,9,15,41,22,78
TrSC58v2_452.t1,13,7,14,38,19,74
TrSC58v2_453.t1.e1,5,11,6,6,7,20
TrSC58v2_453.t1,0,1,0,5,6,17
TrSC58v2_454.t1.e1,4,3,7,11,0,15
TrSC58v2_454.t1,0,0,2,11,0,13
TrSC58v2_455.t1.e1,4,19,16,36,25,65
TrSC58v2_455.t1,3,20,14,30,26,65
TrSC58v2_456.t1.e1,7,12,23,57,40,114
TrSC58v2_456.t1,6,3,22,51,37,106
TrSC58v2_459.t1.e1,7,10,14,36,15,76
TrSC58v2_459.t1,5,8,9,25,12,69
TrSC58v2_460.t1.e1,3,2,13,17,21,38
TrSC58v2_460.t1,0,1,3,2,3,31
TrSC58v2_463.t1.e1,11,5,10,27,11,74
TrSC58v2_463.t1,8,0,9,24,8,59
TrSC58v2_464.t1.e1,1,0,1,4,1,9
TrSC58v2_464.t1,1,0,1,4,1,8
TrSC58v2_465.t1.e1,22,4,11,28,36,83
TrSC58v2_465.t1,0,1,0,1,2,2
TrSC58v2_466.t1.e1,3,3,16,9,8,32
TrSC58v2_466.t1,0,3,1,7,1,24
TrSC58v2_467.t1.e1,4,3,11,6,6,9
TrSC58v2_467.t1,0,3,1,5,4,8
TrSC58v2_468.t1.e1,4,0,4,9,10,18
TrSC58v2_468.t1,2,0,3,2,1,2
TrSC58v2_471.t1.e1,9,7,9,19,7,22
TrSC58v2_471.t1,8,0,8,16,5,20
TrSC58v2_472.t1.e1,17,3,19,20,31,53
TrSC58v2_472.t1,1,0,17,17,1,49
TrSC58v2_473.t1.e1,5,0,7,6,8,49
TrSC58v2_473.t1,4,0,5,4,0,0
TrSC58v2_482.t1.e1,7,4,8,14,6,33
TrSC58v2_482.t1,6,0,7,11,5,29
TrSC58v2_485.t1.e1,4,6,4,7,2,12
TrSC58v2_485.t1,0,0,0,3,1,9
TrSC58v2_486.t1.e1,1,2,12,0,0,14
TrSC58v2_486.t1,1,1,2,0,0,13
MSTRG.494.1,6,5,8,8,10,40
TrSC58v2_488.t1.e1,10,14,20,58,20,57
TrSC58v2_488.t1,0,12,17,2,14,48
TrSC58v2_489.t1.e1,4,0,5,14,2,24
TrSC58v2_489.t1,0,0,4,2,2,2
TrSC58v2_491.t1.e1,9,0,0,12,8,31
TrSC58v2_491.t1,0,0,0,11,6,11
TrSC58v2_492.t1.e1,6,0,9,20,19,13
TrSC58v2_492.t1,5,0,6,16,17,9
TrSC58v2_493.t1.e1,5,14,12,12,5,53
TrSC58v2_493.t1,0,0,9,9,2,47
TrSC58v2_494.t1.e1,4,11,10,73,9,60
TrSC58v2_494.t1,0,0,1,0,6,0
TrSC58v2_495.t1.e1,4,9,13,21,2,24
TrSC58v2_495.t1,0,7,0,1,1,21
TrSC58v2_496.t1.e1,8,0,3,5,8,23
TrSC58v2_496.t1,0,0,1,1,2,19
TrSC58v2_497.t1.e1,7,7,13,18,19,62
TrSC58v2_497.t1,5,5,9,13,17,47
TrSC58v2_498.t1.e1,6,14,32,33,35,106
TrSC58v2_498.t1,5,10,29,30,28,98
TrSC58v2_499.t1.e1,7,5,13,23,13,68
TrSC58v2_499.t1,6,5,12,19,11,64
TrSC58v2_500.t1.e1,12,20,10,49,28,101
TrSC58v2_500.t1,10,16,12,60,22,85
TrSC58v2_501.t1.e1,7,0,16,24,17,27
TrSC58v2_501.t1,0,0,14,2,15,24
TrSC58v2_505.t1.e1,4,7,16,8,12,2
TrSC58v2_505.t1,0,0,16,7,0,1
TrSC58v2_506.t1.e1,2,4,3,7,6,13
TrSC58v2_506.t1,1,3,2,0,6,12
TrSC58v2_507.t1.e1,13,9,24,25,48,86
TrSC58v2_507.t1,10,8,16,18,0,80
TrSC58v2_508.t1.e1,8,4,6,16,10,40
TrSC58v2_508.t1,0,0,4,13,9,36
TrSC58v2_509.t1.e1,17,5,19,35,22,60
TrSC58v2_509.t1,15,4,17,32,18,55
TrSC58v2_510.t1,28,47,88,4,82,171
TrSC58v2_510.t1.e1,26,58,106,312,88,205
TrSC58v2_511.t1.e1,15,18,30,27,49,118
TrSC58v2_511.t1,11,12,24,22,36,103
TrSC58v2_512.t1.e1,8,4,6,8,7,55
TrSC58v2_512.t1,7,3,5,8,8,5
TrSC58v2_514.t1.e1,12,10,25,13,34,81
TrSC58v2_514.t1,10,7,22,11,30,72
TrSC58v2_515.t1.e1,6,19,9,22,22,181
TrSC58v2_515.t1,5,0,9,19,15,5
TrSC58v2_516.t1.e1,5,13,21,43,15,71
TrSC58v2_516.t1,5,11,15,37,11,84
TrSC58v2_518.t1.e1,1,0,5,9,4,33
TrSC58v2_518.t1,1,0,2,8,4,4
TrSC58v2_519.t1.e1,3,9,20,15,19,60
TrSC58v2_519.t1,2,2,17,13,15,51
TrSC58v2_520.t1.e1,8,21,27,38,62,103
TrSC58v2_520.t1,6,15,25,35,55,95
TrSC58v2_521.t1.e1,11,9,12,37,20,58
TrSC58v2_521.t1,7,7,11,2,17,72
TrSC58v2_522.t1.e1,3,15,3,14,11,46
TrSC58v2_522.t1,3,0,3,2,2,43
TrSC58v2_523.t1.e1,2,3,2,8,4,12
TrSC58v2_523.t1,1,1,1,7,4,11
TrSC58v2_524.t1.e1,24,24,36,81,29,159
TrSC58v2_524.t1,20,20,30,62,28,204
TrSC58v2_526.t1.e1,30,32,112,104,54,293
TrSC58v2_526.t1,21,27,4,100,47,241
TrSC58v2_527.t1.e1,3,0,9,16,18,19
TrSC58v2_527.t1,1,0,8,13,2,18
TrSC58v2_528.t1.e1,7,15,19,21,7,50
TrSC58v2_528.t1,6,0,13,17,6,36
MSTRG.538.1,10,4,0,33,16,64
TrSC58v2_530.t1,1,1,2,1,1,0
TrSC58v2_530.t1.e1,1,1,11,2,7,30
TrSC58v2_531.t1.e1,8,31,8,40,32,68
TrSC58v2_531.t1,0,0,1,33,0,56
TrSC58v2_533.t1.e1,4,12,20,53,27,147
TrSC58v2_533.t1,3,9,18,49,23,134
TrSC58v2_534.t1.e1,35,50,93,151,93,455
TrSC58v2_534.t1,29,43,83,133,81,398
TrSC58v2_536.t1.e1,2,4,4,10,7,38
TrSC58v2_536.t1,0,0,3,8,0,35
TrSC58v2_537.t1.e1,7,2,9,8,8,23
TrSC58v2_537.t1,0,2,8,7,7,22
TrSC58v2_540.t1.e1,6,2,9,8,8,23
TrSC58v2_540.t1,0,2,7,6,7,21
